name,location,comments count,speed,service,flavour,mean
" Burger King, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,226,8.1,7.8,7.5,7.8
" Paşa Döner, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,514,7.9,7.6,7.7,7.7
" Papa John's Pizza, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,179,9.2,9.2,9.0,9.1
" Little Caesars Pizza, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,448,9.1,9.2,9.0,9.1
" Gazi Çiğ Köfte, Güngören (Tozkoparan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,121,9.3,9.1,9.0,9.1
" Soğuk Mutfak Meze, Bakırköy (Yeşilköy Mah. - İDTM) ",istanbul/bakirkoy-atakoy-1-kisim,74,8.3,8.9,8.5,8.6
" Soğuk Mutfak Meze, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,50,7.1,8.1,7.6,7.6
" Always A Dessert, Zeytinburnu (Gökalp Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,37,8.9,8.5,8.4,8.6
" Royal Dessert, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,7,10.0,10.0,10.0,10.0
" Bean's Dessert, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,91,9.2,9.6,9.3,9.4
" Bean's Dessert, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,84,9.2,9.4,9.3,9.3
" Pasaport Pizza, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,48,9.1,9.1,8.7,9.0
" Blue Ice Cream, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,10,9.2,9.1,8.4,8.9
" Blue Ice Cream, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,13,8.7,8.8,8.6,8.7
" Blue Ice Cream, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,52,8.4,8.5,8.7,8.5
" Bean's Dessert, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,63,8.1,8.6,8.9,8.5
" Mix Marley Burger, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,94,7.4,7.0,6.9,7.1
" + Tatlı Zamanı, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,58,9.5,9.6,9.5,9.5
" Burger Club, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,153,8.7,8.9,8.6,8.7
" Ataköy Chicken Kingdom, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,45,8.6,8.7,8.6,8.6
" Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,104,8.8,8.5,8.5,8.6
" Abant Pide & Köfte & Kanat, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,103,8.5,8.4,8.2,8.4
" Şanlıurfa Suruç Ocakbaşı, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,17,7.8,8.2,8.3,8.1
" Mevlana Pide, Fatih (Kocamustafapaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,565,6.7,6.7,6.8,6.7
" Tatlı Bol, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,42,9.1,9.3,8.9,9.1
" Etiler Park, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,422,9.1,8.7,8.7,8.8
" (1996) Bahçeli İskender, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,457,8.8,8.8,8.7,8.8
" Gurme Hatay Döner, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,301,8.7,8.6,8.4,8.6
" Divan Kebap & Kelle Paça, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,259,8.7,8.4,8.4,8.5
" Çilekli Ekler Pasta & Boşnak Börek, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,77,,8.7,8.3,8.5
" Tarihi İskender Kebapçısı, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,255,8.9,8.6,8.0,8.5
" Dürüm Box Kebap & Dürüm Evi, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,138,8.2,8.0,7.7,8.0
" Arsamiea Çiğ Köfte, Bakırköy (Kartaltepe Mah. - Filiz Sok.) ",istanbul/bakirkoy-atakoy-1-kisim,55,9.5,9.3,9.4,9.4
" Alaturka Burger, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,242,9.3,9.3,9.1,9.2
" Hamburg Steak Burger, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,44,9.3,9.1,9.0,9.1
" Adıyaman Çiğ Köfte Evi Ömer Usta, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,399,9.1,9.1,9.1,9.1
" Ali Usta Burma Kadayıf & Baklavaları, Gaziosmanpaşa (Kazım Karabekir Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,214,9.0,9.2,9.0,9.1
" Murat Chef Meat House Burger, Güngören (Mareşal Çakmak Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,707,9.0,9.2,8.9,9.0
" Ali Usta Burma Kadayıf & Baklavaları, Gaziosmanpaşa (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,160,9.0,9.1,8.9,9.0
" Meze De Gourmet, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,185,9.2,9.1,8.5,8.9
" Balıkçı Osman, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,15,9.0,9.0,8.7,8.9
" Bakırköy Profiterol, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,114,9.0,9.0,8.7,8.9
" Hamburger Time, Zeytinburnu (Veliefendi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,146,8.9,8.9,8.9,8.9
" Pizza Turtles, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,51,8.6,9.0,8.8,8.8
" Tatlıcı Furkan Usta, Bahçelievler (Hürriyet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,24,8.8,8.8,8.6,8.7
" Mersin Acı Tantuni, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,142,9.0,8.7,8.5,8.7
" Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,40,9.0,8.7,8.5,8.7
" Dürümcü Akın Baba, Zeytinburnu (Telsiz Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,132,9.0,8.6,8.5,8.7
" Vadi Kebap & Döner, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,353,8.8,8.8,8.6,8.7
" Morina Balık Keyfi, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,171,8.9,8.7,8.5,8.7
" XL American Hot Dog, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,35,8.8,8.7,8.4,8.6
" Şişko Döner Kokoreç & Izgara, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,85,9.0,8.6,8.1,8.6
" Antakya Lezzet Durağı, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,92,8.8,8.5,8.3,8.5
" Andoğlu Künefe, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,374,8.5,8.3,8.4,8.4
" Rönesans Pilavcısı, Zeytinburnu (Yenidoğan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,76,8.8,8.3,7.6,8.2
" Mh Pizza & Döner, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,142,7.4,7.4,7.0,7.3
" Ataköy Su & Meşrubat, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,4,9.8,9.9,9.9,9.9
" Bi Sor'be, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,23,9.9,9.7,9.8,9.8
" Sweet Home, Bakırköy (Yenimahalle Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,313,9.7,9.7,9.7,9.7
" Ahmet Efendi Dondurma, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,250,9.7,9.7,9.6,9.7
" [email protected] Fresh & Fast, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,866,9.7,9.7,9.4,9.6
" Capua Pizza, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,574,9.6,9.4,9.5,9.5
" Sevinç Pastanesi Pasta & Tatlı & Börek, Zeytinburnu (Yenidoğan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,84,9.6,9.6,9.4,9.5
" Pizza Bulls, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,842,9.5,9.5,9.4,9.5
" Sotto Pizza, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,67,9.6,9.5,9.3,9.5
" Yeşilköy Roma Dondurması, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,18,9.6,9.4,9.3,9.4
" Midye Box, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,33,,9.7,9.2,9.4
" Çaşnigir Lezzetçibaşı, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,387,9.5,9.5,9.3,9.4
" Pizza Art, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,585,9.5,9.5,9.3,9.4
" Carmen Tatlıcılık, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,98,9.2,9.5,9.5,9.4
" Burgerator, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,736,9.5,9.3,9.4,9.4
" Uludağ Et Lokantası, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,401,9.5,9.4,9.2,9.4
" Burger Paket, Zeytinburnu (Telsiz Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,595,9.3,9.4,9.3,9.3
" Burger Yesek, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,592,9.4,9.3,9.3,9.3
" Tatlım Geldi, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,150,9.4,9.5,9.1,9.3
" Sushibucks Asian Food, Zeytinburnu (Maltepe Mah.- Cevizlibağ) ",istanbul/bakirkoy-atakoy-1-kisim,423,9.3,9.5,9.1,9.3
" Arsamiea Çiğ Köfte, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,92,9.4,9.2,9.3,9.3
" Starbucks Coffee, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,6,,9.4,9.2,9.3
" (Chinastix) & Sushi, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,330,9.3,9.4,9.2,9.3
" Aberfa Waffle & Kahvaltı, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,204,9.3,9.4,9.2,9.3
" Acı Tatlı Döner, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,332,9.5,9.3,9.1,9.3
" Burger King, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,636,9.4,9.2,9.2,9.3
" Mersin Yaprak Tantuni, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,467,9.4,9.2,9.2,9.3
" Oses Çiğ Köfte, Bahçelievler (Merkez Mah. - İzzettin Çalışlar Cad.) ",istanbul/bakirkoy-atakoy-1-kisim,89,9.4,9.2,9.2,9.3
" Oses Çiğ Köfte, Bakırköy (Osmaniye Mah. - Fabrikalar Cad.) ",istanbul/bakirkoy-atakoy-1-kisim,62,9.3,9.2,9.3,9.3
" Gala Kokoreç, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,469,9.5,9.3,9.0,9.3
" Chopstix, Küçükçekmece (Atakent Mah. - Avrupa Konutları Bölgesi) ",istanbul/bakirkoy-atakoy-1-kisim,296,9.3,9.3,9.1,9.2
" Asos Burger, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,138,9.3,9.3,9.2,9.3
" Burger Murger, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,212,9.4,9.2,9.1,9.2
" Suadiye Marmaris, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,273,9.4,9.2,9.0,9.2
" Köroğlu, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,422,9.2,9.3,9.2,9.2
" Oses Çiğ Köfte, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,25,9.3,9.2,9.1,9.2
" Gaziantepli Mehmet Bey Baklavaları, Güngören (Haznedar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,73,9.4,9.2,9.0,9.2
" Taksim Hamburger, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,463,9.3,9.2,9.1,9.2
" Hiroshi Sushi, Bakırköy (Şenlikköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,467,9.3,9.3,9.0,9.2
" Oses Çiğ Köfte, Bahçelievler (Şirinevler Mah. - Çavuşpaşa Cad.) ",istanbul/bakirkoy-atakoy-1-kisim,69,9.2,9.2,9.2,9.2
" Lavissa, Bahçelievler (Siyavuşpaşa Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,97,9.4,9.3,8.9,9.2
" Bitez Dondurma, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,21,9.4,9.3,8.9,9.2
" Pizza Hut, Bakırköy (Ataköy 5. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,648,9.3,9.2,9.1,9.2
" Pizzalive, Bahçelievler (Soğanlı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,282,9.2,9.2,9.1,9.2
" Oses Çiğ Köfte, Bakırköy (Cevizlik Mah. - Hatboyu Cad.) ",istanbul/bakirkoy-atakoy-1-kisim,40,9.3,9.2,9.0,9.2
" Pardi Cafe & Restaurant, Bakırköy (Ataköy 10. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,125,9.2,9.3,8.9,9.1
" Dürüm Ye, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,653,9.4,9.1,9.0,9.2
" Papa John's Pizza, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,179,9.2,9.2,9.0,9.1
" İnci Profiterol, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,84,9.2,9.3,8.9,9.1
" Oses Çiğ Köfte, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,30,9.0,9.2,9.2,9.1
" Beylerbeyi Profiterol, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,319,9.0,9.2,9.2,9.1
" Park Büfe, Bakırköy (Yeşilyurt Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,107,9.1,9.1,9.2,9.1
" Saray Muhallebicisi 1935, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,444,9.2,9.1,9.0,9.1
" Burger Mienyu, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,93,9.2,9.2,9.0,9.1
" Little Caesars Pizza, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,448,9.1,9.2,9.0,9.1
" Bolulu Hasan Usta, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,184,9.1,9.1,9.1,9.1
" Gurme Box, Küçükçekmece (Cennet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,301,9.2,9.0,9.0,9.1
" Marmaris Büfe 1964, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,376,9.3,9.1,8.8,9.1
" Komagene Etsiz Çiğ Köfte, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,21,,9.2,9.0,9.1
" Şirnaz, Bakırköy (Ataköy 2. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,41,9.2,9.0,9.0,9.1
" Kadayıfzade, Zeytinburnu (Maltepe Mah.- Cevizlibağ) ",istanbul/bakirkoy-atakoy-1-kisim,615,9.2,9.1,8.9,9.1
" Hoora Tantuni, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,270,9.1,9.0,9.0,9.0
" 3K1B Künefe, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,144,9.1,9.1,9.0,9.1
" Oses Çiğ Köfte, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,84,9.1,8.9,9.1,9.0
" Mersin Yaprak Tantuni, Bahçelievler (Yenibosna Merkez Mah. - Basın Ekspres Yolu) ",istanbul/bakirkoy-atakoy-1-kisim,1048,9.0,9.2,8.9,9.0
" Oses Çiğ Köfte, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,5,,9.0,9.0,9.0
" Naturel Kebap, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,227,9.1,9.0,9.0,9.0
" Sandwich Club, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,543,9.2,9.0,9.0,9.1
" Gurme Tatlı, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,16,9.1,9.2,8.8,9.0
" Çilek Salıncağı Ekler & Profiterol, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,114,9.3,9.3,8.5,9.0
" Flanör, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,119,,9.1,8.9,9.0
" Burger Go Burgere Gidelim, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,110,9.1,9.2,8.7,9.0
" Oses Çiğ Köfte, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,18,8.9,8.9,9.2,9.0
" Bakırköy Namlı Dürüm & Lahmacun, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,487,9.2,8.9,8.8,9.0
" Aone Tantuni, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,226,9.2,8.9,8.7,8.9
" Burger Murger, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,97,9.0,9.0,8.9,9.0
" Sarıhan Gusto, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,141,9.0,9.1,8.8,9.0
" Kanatçı Ayda, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,220,9.0,8.9,9.0,9.0
" Arzum Çiğ Köfte, Küçükçekmece (Söğütlüçeşme Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,56,9.2,8.9,8.8,9.0
" Oses Çiğ Köfte, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,31,9.3,8.9,8.7,9.0
" Oses Çiğ Köfte, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,89,9.1,8.9,8.8,8.9
" Burger Black, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,180,8.9,9.0,9.0,9.0
" Baklavacı Mehmet Yıldırım, Bakırköy (Ataköy 9. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,32,8.8,9.0,9.1,9.0
" Bahçe Büfe, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,471,9.0,8.8,9.0,8.9
" Oses Çiğ Köfte, Bakırköy (Sakızağacı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,21,9.0,8.8,9.1,9.0
" Hanzade Baklava & Sütlü Tatlı, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,276,9.1,9.2,8.6,9.0
" Köroğlu Gurme, Bakırköy (Ataköy 5. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,34,9.0,8.8,9.0,8.9
" Oses Çiğ Köfte, Fatih (Silivri Kapı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,626,9.0,8.9,8.9,8.9
" Yeşilköy Pilavcısı, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,117,8.9,8.9,8.9,8.9
" Galite Gurme, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,208,9.1,8.9,8.7,8.9
" Çevre İskender & Kebap & Lahmacun, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,322,9.1,9.0,8.6,8.9
" Konya Mevlana Etli Ekmek, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,427,8.8,9.0,8.9,8.9
" Cake Store, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,36,9.2,8.9,8.6,8.9
" Frango Burger, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,35,8.9,9.1,8.7,8.9
