name,location,comments count,speed,service,flavour,mean
" Atawich, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,208,9.2,9.0,8.5,8.9
" Yonca Ev Yemekleri, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,77,8.9,8.9,8.8,8.9
" Burger Yiyelim, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,271,9.0,8.9,8.7,8.9
" Ayvaz Burger, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,14,,9.0,8.8,8.9
" Tatlıses Çiğ Köfte, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,180,9.1,8.9,8.6,8.9
" Saraykapı Kebap & Tava & Tatlı, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,154,9.0,8.8,8.7,8.8
" Löp Löp Et Izgara, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,42,8.8,9.1,8.6,8.8
" Şirinyer Kebap & Lahmacun, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,256,9.1,8.7,8.6,8.8
" Domino's Pizza, Bakırköy (Sakızağacı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,359,9.1,8.8,8.6,8.8
" Oses Çiğ Köfte, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,122,8.7,8.9,8.9,8.8
" Mrs. Yaprak Tantuni, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,153,9.0,8.8,8.6,8.8
" Fan Fang, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bakirkoy-atakoy-1-kisim,226,8.8,8.9,8.6,8.8
" Beyranet, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,77,9.0,8.9,8.5,8.8
" Damak Kebap Dürüm & Uykuluk, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,29,8.7,8.9,8.7,8.8
" Pizzaline, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,86,8.7,8.9,8.7,8.8
" Hrn Taksim Hamburger, Bakırköy (Sakızağacı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,168,9.0,8.8,8.5,8.8
" Satır Kebap, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,50,9.1,8.7,8.5,8.8
" Halime Sultan Ev Yemekleri, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,122,9.0,8.9,8.4,8.8
" Mienyu Coffee, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,50,8.8,8.6,8.9,8.8
" Apple Ice Cream, Zeytinburnu (Gökalp Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,8,8.8,8.9,8.5,8.7
" Merkez Efendi Payitaht Köftecisi, Zeytinburnu (Merkezefendi Mah.- Cevizlibağ) ",istanbul/bakirkoy-atakoy-1-kisim,285,8.8,8.9,8.5,8.7
" Lokmacho, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,76,,8.8,8.7,8.8
" Asrın Şişmanoğulları Izgara Evi, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,93,9.0,8.6,8.5,8.7
" Mogaf Hatay Döner, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,525,8.5,8.7,8.9,8.7
" Tacofit, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,157,8.5,8.9,8.6,8.7
" Pizza Grande, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,171,9.0,8.7,8.3,8.7
" Şehzade İskender, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,90,9.0,8.6,8.4,8.7
" Kumpir Box, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,188,8.7,8.7,8.6,8.7
" McDonald's, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,644,8.9,8.5,8.5,8.6
" Sushi Time, Zeytinburnu (Sümer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,171,8.7,8.8,8.4,8.6
" Everyday Roastery, Bahçelievler (Hürriyet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,13,,8.9,8.3,8.6
" Antepli Fahri Ustasından, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,177,8.9,8.7,8.4,8.7
" Beleş Döner, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,179,8.8,8.7,8.4,8.6
" Ercan Burger, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,260,8.7,8.7,8.5,8.6
" Roma Dondurması, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,71,8.6,8.6,8.5,8.6
" Beyzade Kokoreç, Güngören (Haznedar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,193,8.6,8.7,8.4,8.6
" Karadeniz Full Pide, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,94,8.6,8.4,8.6,8.5
" Şahap Akagün Lahmacun & Pide, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,201,8.6,8.5,8.4,8.5
" Selimiye Muhallebicisi, Zeytinburnu (Maltepe Mah.- Cevizlibağ) ",istanbul/bakirkoy-atakoy-1-kisim,185,8.6,8.6,8.3,8.5
" Çiğ Köfte Derviş Usta, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,34,,8.5,8.5,8.5
" Elit Profiterol & Ekler & Dondurma, Bahçelievler (Siyavuşpaşa Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,18,8.5,8.5,8.5,8.5
" No:17 Bakery, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,19,,8.6,8.3,8.4
" Faruk Güllüoğlu, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,130,8.6,8.6,8.1,8.4
" Kudo Kudo, Zeytinburnu (Veliefendi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,38,8.4,8.3,8.6,8.4
" Tacos Hall, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,284,8.4,8.5,8.4,8.4
" Gala Kokoreç, Güngören (Haznedar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,307,8.6,8.4,8.3,8.4
" Pilavcı Dünyası, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,383,8.7,8.4,8.1,8.4
" Pilav & Kokoreç Sarayı, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,39,8.6,8.4,8.1,8.4
" Baktat Kebap, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,65,8.5,8.4,8.3,8.4
" Gala Kokoreç, Bağcılar (Yenigün Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,175,8.6,8.3,8.2,8.4
" Beyoğlu Halk Döner, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,124,8.7,8.2,8.2,8.4
" Yağcıoğlu Pastane & Restoran, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,411,8.6,8.4,8.0,8.3
" Frango Döner & Sauce, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,217,8.5,8.5,8.1,8.4
" Waffle Company, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,84,,8.4,8.3,8.4
" Midyeci Mesut & Kokoreç, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,159,8.6,8.4,8.0,8.3
" Cihan Derya Balık, Bahçelievler (Cumhuriyet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,390,8.4,8.4,8.1,8.3
" Marmaris Hamburger, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,39,8.6,8.5,7.7,8.3
" Dürüm Co, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,61,8.7,8.3,7.9,8.3
" Cadde Kebap Hamdi Usta, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,79,8.8,8.1,7.9,8.3
" Şöhret İşkembe Kellepaça, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,117,8.5,8.2,8.0,8.2
" The LoQma, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,195,8.4,8.4,7.9,8.2
" As Elit Kokoreç, Bakırköy (Ataköy 5. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,6,,8.3,8.2,8.2
" Zarif Dürüm, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,237,8.4,8.4,8.0,8.3
" KFC, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,761,8.5,8.1,8.1,8.2
" D. D. İşkembe, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,428,8.2,8.4,8.1,8.2
" Espressolab, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,46,,8.3,8.1,8.2
" Le Monde Du Tacos, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,293,8.1,8.4,8.1,8.2
" Efendiler Hatay Usulü Soslu Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,129,8.5,8.2,8.0,8.2
" Çiğ Köfte Keyfim, Küçükçekmece (Yeşilova Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,14,8.5,8.1,8.0,8.2
" Midye Kokoreç Ali Usta, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,198,8.6,8.2,7.6,8.1
" Közde Hatay Dürümcüsü, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,139,8.2,8.0,8.2,8.1
" Arby's, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,254,8.2,8.0,8.1,8.1
" Beleş Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,194,8.2,8.0,8.0,8.1
" Kokoreççi Şeref Usta, Küçükçekmece (İnönü Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,154,8.6,8.0,7.6,8.1
" Midyeci Ahmet, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,168,8.3,8.2,7.7,8.1
" Komagene Etsiz Çiğ Köfte, Zeytinburnu (Veliefendi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,284,7.8,8.2,8.2,8.1
" Sushi Yakudza, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,42,8.2,8.1,7.6,8.0
" Tonton Baba, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,7,,8.1,7.8,7.9
" Usta Kebap & Dürüm, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,142,8.5,7.8,7.5,7.9
" Pilavcı Dünyası, Güngören (Güven Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,287,8.2,7.9,7.6,7.9
" Ustam Karadeniz Pide & Güveç, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,38,8.2,7.7,7.7,7.9
" Midyeci Koray, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,73,8.4,8.1,7.1,7.9
" (Acil) Burger, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,85,7.9,7.8,7.8,7.8
" Lezzet Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,163,7.7,8.0,7.8,7.8
" Burger King, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,226,8.1,7.8,7.5,7.8
" Ab'bas Waffle & Kumpir, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-1-kisim,166,8.0,7.8,7.5,7.8
" Bay Kokoreç, Zeytinburnu (Beştelsiz Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,161,8.0,7.9,7.5,7.8
" Paşa Döner, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,514,7.9,7.6,7.7,7.7
" Adanalı Kardeşler Kebap, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,90,7.9,7.7,7.6,7.7
" Kanatçızade, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-1-kisim,150,8.2,7.7,7.3,7.7
" Yakup Usta Baklava & Künefe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,24,8.1,7.9,7.2,7.7
" Künefe Cenneti, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,177,7.7,7.6,7.7,7.7
" Ş. Urfa Suruç Ocakbaşı, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,46,7.8,7.6,7.4,7.6
" Bahçemix Büfe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,191,8.0,7.4,7.4,7.6
" Bakırköy Osmanlı Kebap, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,25,8.1,7.5,7.2,7.6
" Dürüm Max Zurna Dürüm, Bahçelievler (Hürriyet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,203,7.5,7.5,7.5,7.5
" Paşa Döner, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,198,7.6,7.4,7.4,7.5
" Pilavcı Dünyası, Güngören (Güven Mah. - Marmara Cad.) ",istanbul/bakirkoy-atakoy-1-kisim,171,7.6,7.4,7.3,7.4
" Gözde Kebap & Döner & Lahmacun, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,355,7.4,7.3,7.3,7.3
" Popeyes, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,266,7.5,7.2,7.1,7.3
" Meydan Büfe & Burger, Bahçelievler (Soğanlı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,8,7.6,7.0,7.1,7.2
" Cafe De Papel, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,1,,7.2,7.1,7.2
" 1991 Tarihi Ortaköy Kumpircisi, Bahçelievler (Soğanlı Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,389,7.4,7.1,7.0,7.2
" Popeyes, Bakırköy (Ataköy 6. Kısım) ",istanbul/bakirkoy-atakoy-1-kisim,257,7.4,7.0,6.8,7.1
" Waffle Ortaköy Kumpir, Zeytinburnu (Telsiz Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,243,7.2,6.9,6.5,6.9
" Pilavcı Dünyası, Güngören (Sanayi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,45,7.0,6.7,6.6,6.8
" Brast Burger, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,626,9.4,9.4,9.3,9.4
" Zeyo Paket, Kağıthane (Sultan Selim / Sanayi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,283,9.1,9.2,8.5,8.9
" Sushi İstanbul, Beşiktaş (Ulus Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,514,9.3,9.3,9.0,9.2
" Köyüm Pasta & Cafe, Bayrampaşa (İsmetpaşa Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,255,8.5,8.5,8.5,8.5
" Kahta Çiğ Köfte, Küçükçekmece (Sultanmurat Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,708,9.6,9.6,9.6,9.6
" Bu Pide, Küçükçekmece (Atakent Mah. - 1. İkitelli Cad. Bölgesi) ",istanbul/bakirkoy-atakoy-1-kisim,633,9.0,9.0,8.9,9.0
" Only Sushi & Chinese, Şişli (Ergenekon Mah. - Pangaltı) ",istanbul/bakirkoy-atakoy-1-kisim,830,9.3,9.0,8.6,9.0
" Lily Gelato Tatlı & Dondurma, Beşiktaş (Dikilitaş Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,165,9.0,9.1,8.5,8.9
" Eylül Pide & Lahmacun, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bakirkoy-atakoy-1-kisim,80,8.7,8.4,8.4,8.5
" Özsaray Sac Tava, Eyüp (İslambey Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,125,8.3,8.5,8.3,8.4
" Oba İşkembe, Sultangazi (75.Yıl Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,149,8.3,7.9,8.0,8.1
" Home Diyet, Beylikdüzü (Gürpınar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,33,9.6,9.8,9.7,9.7
" Fıstıklım Baklava, Şişli (Cumhuriyet Mah. - Bomonti) ",istanbul/bakirkoy-atakoy-1-kisim,132,9.4,9.3,9.2,9.3
" Fiko Gurme, Sarıyer (Poligon Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,274,9.5,9.3,9.0,9.3
" Kokoreçci Tekin Usta, Küçükçekmece (Yeşilova Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,267,9.4,9.3,9.2,9.3
" Baklava'ki, Şişli (Duatepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,160,9.5,9.2,9.1,9.3
" Burmalım Tatlı & Dondurma, Beşiktaş (Dikilitaş Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,187,9.4,9.2,9.1,9.2
" Eylül Su, Bahçelievler (Fevzi Çakmak Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,8,9.2,9.0,9.4,9.2
" Elina Meze, Beyoğlu (Yahya Kahya Mah. - Kasımpaşa) ",istanbul/bakirkoy-atakoy-1-kisim,190,9.2,9.2,9.1,9.2
" Bahçeşehir Meze & Salata Dünyası, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,112,9.0,9.4,8.9,9.1
" Kebapçı Alim, Küçükçekmece (Atakent Mah. - 1. İkitelli Cad. Bölgesi) ",istanbul/bakirkoy-atakoy-1-kisim,210,9.1,9.0,8.8,9.0
" Antepli Ciğerci, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,8,9.1,8.7,8.2,8.7
" Akasya Etli Ekmek & Lahmacun, Bağcılar (Evren Mah. - 15 Temmuz) ",istanbul/bakirkoy-atakoy-1-kisim,231,8.9,9.0,9.0,9.0
" Dürümcü Anadolu Sofrası, Zeytinburnu (Veliefendi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,10,9.1,9.1,8.6,8.9
" Selimiye Muhallebicisi, Küçükçekmece (Atakent Mah. - Soyak Olympiakent Bölgesi) ",istanbul/bakirkoy-atakoy-1-kisim,274,8.8,8.7,8.8,8.8
" Mevlana Pide, Avcılar (Merkez Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,852,8.9,8.7,8.7,8.8
" Burger Dünyası, Bağcılar (Bağlar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,402,8.9,8.7,8.6,8.7
" Burger Extra, Zeytinburnu (Gökalp Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,272,8.8,8.8,8.7,8.8
" Sarmaci, Esenyurt (Koza Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,424,9.0,8.9,8.3,8.7
" Big & Deep Burger, Bahçelievler (Çobançeşme Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,252,8.8,8.8,8.6,8.7
" Bemhan Edirne Tava Ciğeri, Beylikdüzü (Cumhuriyet Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,173,8.6,8.8,8.7,8.7
" Köfte Bahçe, Avcılar (Gümüşpala Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,39,8.8,8.6,8.6,8.7
" Moba Kokoreç Murat Usta, Büyükçekmece (Mimaroba Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,85,8.8,8.7,8.2,8.6
" Gazi Kanatçı, Sultangazi (Gazi Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,17,8.8,8.3,8.5,8.5
" Efendiler Döner & Kokoreç, Küçükçekmece (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,278,8.7,8.5,8.2,8.5
" Burger Maxi, Başakşehir (Güvercintepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,194,8.3,8.3,8.4,8.3
" Ensar Kanat & Kebap & Köfte, Güngören (Mareşal Çakmak Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,105,8.2,8.3,8.4,8.3
" Karatava, Küçükçekmece (Fevzi Çakmak Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,101,8.2,8.5,8.1,8.3
" Cake Yard, Başakşehir (İkitelli OSB) ",istanbul/bakirkoy-atakoy-1-kisim,31,8.2,8.3,8.1,8.2
" Kasap Abla, Sarıyer (FSM Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,40,8.1,8.3,8.1,8.2
" Famoso Konak 3, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bakirkoy-atakoy-1-kisim,11,8.3,7.9,8.2,8.1
" Tadında Döner & Kokoreç, Küçükçekmece (Tevfikbey Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,192,8.3,8.0,7.8,8.0
" Kokoreççi Kenan Usta, Arnavutköy İlçesi (Anadolu Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,30,8.6,8.0,7.6,8.1
" Şerif Kokoreç & Şırdan, Sultangazi (Cebeci Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,181,8.2,8.1,7.6,8.0
" Adana Kebap & Izgara & Dürüm, Beşiktaş (Konaklar Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,101,8.1,7.9,7.7,7.9
" Taksim Islak Hamburger Noktası, Küçükçekmece (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-1-kisim,75,8.1,7.4,7.1,7.5
